appid,appname,comments
1415977,서울대중교통,59
825935,KBS World Radio,59
945028,포켓헬스 - 온국민 몸짱프로젝트,59
1879532,"음악천국-무료음악듣기,최신가요,무료음악감상,방송,CCM",59
1525570,심플한 디지털 시계 위젯,59
931128,워크넷(WorkNet),59
932138,장기,59
682528,P.E CLASS-영어체육,59
1736183,Little Big City,59
1607938,Z Calendar,59
1525875,애플리케이션 폴더,59
935920,"이름 라이트: 런타스틱 GPS 달리기, 조깅 및 피트니스코치",58
1774400,밀리언아서 카드검색,58
1518734,tTorrent Pro - Torrent Client,58
843970,Ninja Farm,58
699063,"YBM시사닷컴-TOEIC(R),TOEIC(R)S&W",58
947221,iStudiez Pro,58
1602762,대리운전 이제는 조이앤드라이브,58
1695989,나폴레옹4시간단축수면법,58
942155,비밀 대화녹음 (Secret Voice),58
1464789,KBS 뉴스,58
1698211,쥬디의 헤어드레서,58
1212119,하이드라이브 무료 3D 내비게이션,58
1678052,풀버전무료★디펜스 천사와악마,58
940581,특수 문자 입력,58
1123851,쿠키단어장-영한사전,58
1625174,U+tv G 터치 리모콘,58
1964038,4번타자 for Kakao,58
1541574,필통 축구 Lite,58
970008,슈퍼스타K3 매거진,58
931162,무료 원격 데스크톱,58
1559960,키위런!,58
728836,Emoji Free! - 자유로운 일본어,58
943116,귀혼 : 자객편,58
1642601,동방충발생_LITE,58
949540,토마토 토익 실전 모의고사,58
1584660,스윙스타 K-POP - 리듬액션,58
1159833,[추리]화이트사일런스,58
947371,두산동아 프라임 불한/한국외대 새한불사전,58
1959368,미소녀삼국지 : 슬롯대전,58
1573165,티어즈 - 던전 액션 RPG,58
942807,한자정리노트,58
1209470,Tone Sphere,58
941904,달력,58
1699534,킹덤즈 운명의굴레,58
1618429,Rocket Music Player,58
875982,Ployd Speedcam,58
1824016,"손전등 + 시계 (플래쉬 라이트, 플래시)",58
966866,셀카리터칭,58
699045,YBM TOEIC® 단어•숙어 트레이닝,58
1844494,War of the Fallen,58
904598,DragonVale,58
759713,엔조이 노트 Lite (손글씨/사진/할일관리/전화번호/메모),58
940431,시간에 의한 목표관리,58
934640,모바일 삼국지2 무료체험,58
985242,Starbucks Korea,58
1500596,SwitchPro Widget,58
1539572,Ocean Tower,58
1599259,점따라그리기 for Women,58
1600906,Top Girl,58
1524974,소음측정기 - Sound Meter,58
1000789,The Real Beat - 리듬게임,58
757667,LED Light for iPhone 4 Free,58
930857,헬로마켓 - 중고 아이템 거래를 위한 직거래 중고장터 ,58
948131,EZMP3 Player Pro,58
806121,5분다이어트 - 부위별 살빼기 / 운동 알람 / 심박체크 / 순환운동 / 스트레칭,57
1541474,Absolute RC Heli Sim,57
1600983,Tickling cat,57
1684644,탁상달력 2013 : 심플 (위젯),57
1146259,MARVEL VS. CAPCOM 2,57
1613201,sABN,57
938520,올레 펍,57
940356,스마트 다이얼 - Smartdial,57
1540893,Bombshells: Hell's Belles,57
1919129,웨딩 살롱 - 여자 게임,57
1172510,스노키오,57
1123894,와쳐 IF2,57
899133,Ascension: Chronicle of the Godslayer,57
870102,MScanner,57
1541657,스매시팡팡SE,57
1964259,음악 MP3 다운로드,57
943091,고양이대화1.0,57
1580133,BlockWorld LITE,57
936185,일어나시게요~ 알람(Free),57
941452,비발디파크,57
1636990,Air Navy Fighters Lite,57
943058,네이키드 킹,57
1426313,AppMgr III (App 2 SD),57
942104,모질게 듣기만 해도 느는 일본어,57
1817747,닌자와 좀비들,57
1817742,스타프로젝트 어나더데이트 '빈'편,57
932013,도전! 구구단,57
932091,두들 오목 by FREEON,57
1866888,만화다(多) - 웹툰모음 & 애니메이션/만화영화 무료,57
1524436,비누 거품 공주,57
1603734,한겨레,57
838543,MoaSMS Lite-무료문자전송,57
1583912,형! 도와줘! 온라인 Ep4. 형들 VS 로맨스킴,57
1512613,WomanLog 달력,57
932354,대구은행DGB스마트뱅크,57
1441162,Cut the Rope Free,57
938535,네이버 뉴스캐스트 - Naver Newscast,57
856641,Free Music Downloader SHAKEit Player,57
1694823,[2013미래예언]나에게일어나는일,57
894778,시계™,57
750430,Amber Battery Lite (+Battery Doctor/Battery Boost),57
967747,우리은행 원터치 개인 for iPad,57
1901783,Duty Driver Taxi LITE,57
1682421,Flow Free: Bridges,57
940545,학점계산기,57
1601263,고양이 떨어뜨리기,57
763328,속도조절/구간반복 SpeedUp Player Pro,57
927153,갓피플 성경읽기표,57
1409316,드래곤 타워,57
1145046,매드아콘 FREE,57
934776,SNUBH,57
1844971,AVD 동영상 다운로드 한성주 - 동영상 다운로드,57
945331,샐러드마스터로 요리하기,57
1640440,Gravity Guy FREE,57
942097,iReal b,57
1616262,에버랜드 가이드,57
942897,영어낭독훈련 실천 다이어리,57
1668504,글로벌 아웃브레이크,57
942983,버블스마일 (Bubble Smile),57
1587248,커피 메이커 - 요리 게임,57
1123781,Dungeon Village,57
927138,전자신문,57
1402228,시간표플러스,57
1587382,디펜스 천사와악마,57
1618479,가상 기타,57
1396942,휴지 빨리 풀기,57
927104,생과일타이쿤 파이널,57
942273,"가스펠 사전성경_오디오(개역개정,NIV,KJV성경 텍스",57
941708,투어익스프레스 - 국내선항공예약,57
805979,인터파크 항공,57
1769748,Galaxy S3 라이브 배경화면,56
1151082,레이 라디오,56
1698888,로직스케치2 - 네모네모로직 피크로스,56
885511,우린 죽었습니다 ! - Time to Live,56
1571452,Unicorn Dash,56
936033,사주닷컴,56
1007674,함대수호작전2,56
969209,도그파이트,56
713408,BoxTV HD,56
936056,진돗개 무료,56
744947,Neon Pad,56
948142,연락처백업정리 – 센스연락처정리,56
843324,"부르르 알람(무료 진동알람, 시계 지원!)",56
1144538,"6시 김성모 만화 : 럭키짱,스터프166km",56
750266,시계 프로 - Free,56
941868,고장나면,56
748727,ToonCamera,56
1863198,기가막힌 폐나이측정기,56
984779,코끼리 중고장터,56
942576,웃지마! 나 영어앱이야,56
1697201,라인 백신,56
761053,파워컨택트LE (그룹 연락처 :PowerContact),56
940000,셀프 카메라 - Blow Photo,56
1144440,프레임 아티스트 With 템플릿 프로,56
1144517,올레 스마트 명세서,56
1875402,크레이지 타워,56
937918,GogoLiveUp,56
942110,곰돌이모티콘 시즌2,56
723925,똥피하기,56
1524652,삼성 천지인 입력기(Nexus S전용),56
1841147,뭐야 이 문자,56
754237,Dropbox,56
1145038,우리투자증권 mug Smart Tab[머그 스마트 탭],56
932721,탈출 게임 “갇힌 소녀”,56
1952753,스타 걸: 할로윈,56
1600798,City Story™,56
931838,씨네21,56
941592,서울버스정보,56
942004,나흘날씨,56
1522396,내 폰안에 114,56
1123853,AVStreamer,56
1601351,질병관리본부 예방접종도우미,56
806199,버블 슈터,56
1611661,"[무료만화] 순정만화방-일본만화,순정만화,웹툰,여성만화",56
1829925,"[대교 꿈달] 동요,동화,게임",56
1651496,1 - 클릭 청소기,56
1218878,아타푸 (Atafu),56
1796831,Real Trucker LM 3D,56
997568,Prince of Persia® Classic,56
1841672,City Island: Airport ™,56
1750888,AniTime - 애니타임 - 애니메이션,56
1835135,예스파일 - 언제 어디서나 최신 컨텐츠가 내 손안에!,56
1698801,카카오스토리 동영상,56
1662885,DREAM 코인 게임 ～루카와 남국의 대보물～ (무료),56
625905,Card Holder(명함집),56
1672175,벽돌깨기2 (스페셜버전),56
1775971,건비트2,56
1832894,S-GUARD (스미싱 가드) - 필수 무료 어플!!,56
837906,Minesweeper Q,56
931696,올리볼리-세계 그림 동화,56
906540,Fruit Ninja HD Free,56
1736106,빙고 카지노 ™,56
942380,앨리스의 집,56
1856966,삼국지를 품다 : 진격의 관우 for wifi,56
1396784,알까기 투게더,56
761769,RemoteSound - iOS 기기를 PC 스피커로 사용하기,56
946229,GogoLive,56
945430,아이디어 블록,56
884408,Volkswagen Touareg Challenge 3D,56
866318,메시지벨소리(무료),56
627438,연락처i Lite,56
937818,iSubway,56
1783708,로보 5,56
1841675,"대한민국 전시회,박람회,축제 무료 입장권 - 캔고루",55
1930733,KB국민 앱카드 Kmotion,55
1149544,이트레이드증권  xingQ Smart 2,55
852979,PPS影音,55
640940,Samsung Mobile Print,55
1491900,스파이 마우스,55
930580,소름,55
931891,Nike Training Club (English),55
1757427,【β버전】『팔큐레의 문장』,55
1640531,부스터 최대 인터넷 속도,55
1600941,미녀 칼던지기,55
1902683,리버스키퍼 -새로운 모험의 시작-,55
1526263,오브제 OVJET,55
931527,위즈고사성어,55
1698001,컬러 퍼즐 - Shift It,55
803005,Touch Hockey 2 HD,55
749717,360 Panorama,55
941501,코오롱 한국오픈(KOLON KOREA OPEN),55
994479,수험생 알람 종결자 : Wake Up Student,55
1617812,Pianist HD - 당신을위한 피아노,55
945182,"이름 프로: 런타스틱 프로 GPS 달리기, 조깅 및 피트니스 코치",55
726914,Dr.X의 혈액형 종결자 - Ad Version,55
972002,캐논 플렉스 매거진,55
927106,The Lost City,55
938703,TNM Reader,55
931416,모질게 토익,55
1398235,10분 영어 스피킹 고급,55
932675,복불복_악어룰렛_Free,55
1919140,Dots: 연결에 관한 게임,55
947434,독해 브라우저 - 영한사전탑재 프로,55
942809,리스닝 어학 학습기,55
931876,이상형 찾기 - 심리테스트,55
1607714,[돈버는어플]티끌모아문화상품권 - 필수어플 애니팡 추천,55
1689408,Tap Paradise Cove,55
1607892,군화와 고무신 (MiliDiary),55
745306,Phoster,55
1603096,하나N Wallet,55
1696575,화분키우기,55
941555,필리핀항공 세부여행,55
1605257,WiFi 연결,55
842764,Naruto Shippuden Official - Watch Naruto FREE!,55
1526507,우리동네병원 - 병원나와라 굿닥,55
1415971,맛있는 영어숙어-얌얌,55
760934,"PocketMoney - checkbook, budgets, expenses",55
763311,단축번호10명- 내인생의 베스트 10명은 누구?,55
1650121,Nyanko Ninja,55
922012,1억세기,55
1681730,Royal Trouble,55
701821,ABC이름점,55
1844413,무한 초밥 사천성 for Kakao,55
936571,롯데홈쇼핑,55
1689348,글로리오브스파르타!,55
1887517,어떤 여드름 - 재미있는 게임 없음,55
936106,올어바웃섹스,55
949334,터치 베이비 for iPad,55
1782024,실시간 검색어 TOP10 - 폰테마샵,55
938880,뉴스 생중계,55
1616606,맥스무비,55
756217,"단체문자,이모티콘-smsQ (특수문자,이모티콘,이모지,",55
1919738,롯데 앱카드 (App Card),55
1506562,TuneWiki - 음악과 가사,55
983783,격투 무한대전 프리미엄,55
1607660,전국맛집 TOP1000 - 맛집랭킹&쿠폰,54
681153,NEXUS 영한/한영사전,54
1211080,마인카트 체이스,54
927121,뽀롱뽀롱 뽀로로 3기 : 3~12화 / Pororo Season 3 : EP 03~12,54
593630,Bookcube HD,54
941344,egloos - 이글루스 블로그,54
941842,단축번호 - 울자기,54
1823686,Occupation,54
932913,쟈크쟈크,54
663805,플래시카드 터치,54
1400785,Monster Maestro,54
948062,aHomeIcon - 즐겨찾기 홈 화면 아이콘,54
943064,미니 골프 3D Ver 1.1,54
941585,맵팟 마운틴 등산지도,54
918936,Tank Hero Lite,54
1600904,old offender|Escape from jail,54
932561,신영증권 SmarTree,54
1144385,네이버 TV – Naver TV,54
1512140,Winamp,54
946113,클래식 튠즈 Vol.3,54
940118,Body Symbol Free The Romantic Heart Photo Booth,54
1605296,스마트보안관(유해차단),54
1835195,Stick Stunt Biker 2,54
740562,Hero's Way,54
1781237,"[무료만화]야만화+ 인기만화,섹시만화,순정만화",54
1516295,hoppin(호핀) - 호핀폰 전용,54
1584689,염소 고 고!,54
1844387,폰삼국지-PLUS,54
1636607,루피의 언어요리 놀이,54
806103,셔플댄스배우기,54
1908925,뽐뿌 공식 앱 : PPOMPPU,54
1567058,Pocket Soccer,54
1750872,너와나 톡궁합 for Kakao,54
935795,생리피임달력 (Playtex it girl),54
907023,소녀시대 셰이크,54
943033,야구전설,54
1467598,LauncherPro,54
720612,Colosseum Kor,54
904868,악당전쟁 Eenies™,54
791370,Tweetlogix for Twitter,54
947100,"모둠 - 연락처 그룹 관리, 그룹 문자",54
876499,Theme Classic Free,54
1674999,Minetower,54
1799573,パズドラCombo,54
1540933,Tap Dragon Park,54
936078,하프클럽닷컴,54
1670578,Du 배터리 세이버 - 정보&위젯 - 배터리 수명연장을,54
1670102,케이크 스토어 - 요리 게임,54
1605326,Lock Screen Widget,54
1385781,Restaurant Story: World Games,54
932593,신한S뱅크_MINI,54
756214,단체 문자,54
935803,부위별다이어트줄넘기,54
938749,프레시안,54
943060,좀비 쇼크!,54
1611501,[무료만화]야동 그만! 야한만화 루이비툰,54
838389,Mix It! IQ,54
1441895,매일 복부 운동 무료,54
1687206,힐링톡 HealingTalk,54
797913,LIVE스코어,54
929995,MagicSleep Lite,54
1841736,Truck Driver 3D,54
975565,Zio Ball,54
931557,토마토 토익 플레이어,54
1123849,Story English – 영국남자 미국여자,54
947545,"MyPad+ for Facebook, Twitter & Instagram",54
942300,"가스펠성경(개역개정,NIV,KJV성경 텍스트수록)",54
788798,Pen Pals,54
930661,교보문고 도서검색,54
1769326,카카오톡 게임친구 (카톡게임 친구추가 / 친구찾기),54
1616336,T타로,54
1860354,그녀는펫3 ♥ 옷벗기기편 - 다함께 펫펫펫 (성인19),53
942994,반쪽♥찾기;[이상형찾기]프로젝트,53
1669776,"포인트몰-남는 무료통화 포인트로 적립, 돈버는 어플",53
969952,웹소설 조아라 for iPad.,53
932788,탈출 게임 “한옥 의 폐가”,53
1518294,pink heart 라이브 배경화면 [FL ver.],53
945144,iSonic EasySleep,53
879119,터치 피아노! (FREE),53
1587190,슬롯 머신 - Slot Casino,53
969907,프리셀,53
1123932,보카패밀리 초등영단어(교과부 지정 교과서 필수 영단어),53
1144449,이츠비 매거진 for iPhone,53
941779,iDownloader Free - 다운로드 및 다운로드 관리자,53
1483696,Picasa (Google+ photo) 의 도구,53
932001,결혼적령기테스트,53
1686250,보면 짜증나는 사진,53
931663,이얼싼기초중국어,53
1461418,IPhone lockscreen-Magic Locker,53
942519,판매관리,53
1869625,아깨비-콘텐츠 듣고 포인트 적립하자,53
1794986,Temple Run: 오즈,53
1000340,스타드러머HD,53
942123,"후토스 시즌 2 : 잃어버린 숲, 13편 ~ 22편 (",53
1579636,철 러쉬,53
1605292,한자 한글 키보드,53
930050,개그만화,53
805817,점쟁이흑룡,53
971168,다나와 for ipad,53
935839,내게가장좋은음식은?,53
1564014,탭소닉 링스타 공식커뮤니티 헝그리앱,53
1613882,Pixlr-o-matic,53
1673455,Sleepwalker's Journey,53
1807768,"사진편집,꾸미기,합치기~papelook~포토",53
1000342,i심심해,53
1146629,마이티히어로(MightyHero) - 디펜스 RPG,53
1852824,Stickman Tennis,53
936333,부동산114,53
981244,제주항공,53
1661035,아이스 메이커 요리 게임에게,53
1616389,아이돌 방송 스케줄,53
967751,동양증권 MY SMART W HD,53
949500,율동동요2,53
932637,MyAccountBook (내가계부),53
932073,JustOne연애심리,53
1614367,"D-수능플래너 (+스톱워치, 공부랭킹)",53
1876315,스냅스 for Kakao -카카오스토리 스냅스 포토북!,53
1912082,페이스북 동영상 다운로드,53
941374,연애이야기 : 연애플톡 v1.8,53
889259,Touch Money Lite-신개념 가계부,53
1587213,나인맞고,53
1539733,방탈출(HD) Lite,53
1911312,오션히어로 for Kakao,53
1564225,마인크래프트 공략 가이드,53
942643,한일 쌤의 생활영어 600문장 암기 Project,53
627963,스마트 환율계산기,53
764927,Touch Mouse,53
1614550,2x Battery - 배터리 절약 (한국어),53
942133,영어노래 100곡 (영어 유치원에서 배우는),53
1528237,신세계몰,53
1802837,멘사 레벨 테스트,53
1757909,Tiny Castle,53
1522196,꼼지쪼물 인형놀이 (색칠놀이책 무료이벤트),53
1514327,강시 내습 Zombie Dash,53
941328,THE CLIEN,53
1522112,금속탐지기 - Metal Detector,53
1542592,Armorslays,53
1587400,BackStab,53
986640,베타게임,53
1684649,재난안전알리미,52
752210,카메라 단어 번역기(WordTrans),52
927130,MotionX GPS,52
1524048,배경 화면 - 배경 그림 배경화면 Backgrounds,52
895389,2011 오늘의 운세,52
879233,빨간 시계 (알람과 위치기반 날씨),52
850333,Diptic,52
1467308,레어 디펜스:신전 Lair Defense: Shrine,52
1653375,관심사톡 - 같은관심사 소개팅 데이팅 채팅 어플,52
1687975,Blood Brothers (RPG),52
1154864,동굴 탈출,52
1410328,안전귀가,52
1541742,Crazy Snowboard,52
1398243,심톡,52
931937,스파이더카드놀이,52
839155,모노폴리 Here & Now: The World Edition,52
1616203,응답하라 1997,52
1832890,2020: My Country,52
692123,말하는 키튼 - Talking Keaton,52
1781184,전생사망진단서,52
1584951,Destroy Gunners SPα,52
947187,abc Notes - Checklist & Sticky,52
1123833,포토 슬라이스 [Photo Slice] - 사진 합치기,52
947427,넥서스 실용 옥편 Chinese Character Dictionary,52
1760468,올레 앱프리 – 인기앱 무제한 이용권,52
1441163,Cut the Rope HD Free,52
1693808,2013연애운세,52
1613773,한국직업방송,52
897580,모의 주식 - Stock sinulation,52
1606027,"알서핑(알툴바,알패스,자동로그인,검색,브라우저)",52
764627,타이머+,52
1526244,오로바둑,52
1675026,크레이지 레이싱,52
791369,TweetList Pro for Twitter,52
1783776,SWAT:End War,52
931685,구름빵 Lite,52
1230252,어린이 심리학 - 부모가 모르는 아이의 진짜 속마음,52
1208027,콤보 슬래시 (Combo Slash),52
942442,한글성경 개역개정판,52
1587377,Where's Waldo Now?™,52
1397361,아임클락(I'm clock),52
1601794,코코몽연구소 Free,52
1804688,"카카오플레이스-맛집,카페,여행지추천-KakaoPlace",52
975248,목욕의신,52
671262,KARA의 기초일본어여행,52
1514486,앱순이,52
896993,돈 기입장,52
872592,슈퍼주니어 셰이크,52
941286,미팅 스윗유 - SweetU,52
1894801,IOS lockscreen에 HD,52
937966,전주버스,52
1144227,TubeBox ~ Perfect Player for YouTube,52
1150398,Alexandria Bloodshow,52
838188,Mirror ®,52
1678296,지옥에서 온 편지,52
930853,올레레코드업 - olleh Record Up,52
1616329,애니플러스,52
1587314,Cut the Rope,52
931798,당신은 얼마입니까?,52
1867440,쥬디의 드레스카페 - 타이쿤,52
709767,배틀존:아미워즈 디펜스,52
1825988,1분 심리테스트,52
943596,The Bard's Tale,52
1601422,"소셜다이어트,빼틀-살빼는칼로리플래너,돈버는DIET경쟁",52
1787204,T-Aiko!,52
936723,한의틔움,52
1524651,삼성 모바일 프린트,52
927118,해커스 리스닝 핵심편 - 토익,52
1522814,던전앤데스티니,52
1173997,스포츠조선 프로야구 LIVE,52
934675,Smart Alarm Clock FREE: sleep cycles & phases,52
1537051,카톡글꼴 - Katalk font,52
1813090,The Floor Escape,52
1800641,The Croods,52
874515,Talking Snowball,52
927152,두란노 성경&사전,52
750123,Adobe Revel,52
942164,김어준의 건투를 빈다,52
1939255,전설의 라면 요리왕,52
701136,[50만유저의암기법]워드업 무료암기앱,52
1601867,"한자공부Q - 27000자 (퀴즈, 쓰기 제공)",52
1003533,어장관리,52
1600593,[점프] 별똥별 공주님,52
1603733,"여성 패션,뷰티,쇼핑-잇걸매거진",52
1678212,NEW♥홀딱맞고♥19금,52
1672224,가상 코 수술,52
1958306,카카오프렌즈 비밀의 숲 - 카카오홈 테마,52
937181,슈퍼스타K3 도전하기,52
936433,시간표,52
936623,아모레퍼시픽,52
975344,아이돌-중간고사,51
1606779,The Avengers Live Wallpaper,51
1208223,Ocarina 2,51
1605543,루팅은 했는데 뭘하지? After Rooting,51
932093,iSadari - 사다리타기게임,51
1691688,펫 카페 2,51
1616387,정신 연령 테스트,51
1209171,몽키배틀 PLUS,51
1152527,포켓한국사 설민석,51
942165,온라인 타워디펜스 (Festival TD),51
942094,네온보드 - NeonBoard,51
1144549,코스믹킹덤 (Cosmic Kingdoms),51
941684,씨에스타 Lite,51
715174,C.H.A.O.S,51
650601,Aqua Player,51
1526572,울산버스,51
592208,Battle Phonics,51
1800656,Real Boxing™,51
1670260,돈버는 어플-이벤트톡(오천만원의 빅팟 이벤트),51
935416,생리달력 시크릿다이어리,51
1868387,MP3 다운로드,51
931200,만능영어사전  (영한사전/단어장),51
1668678,배터리 표시기,51
836352,Mega Jump,51
942195,조루 마스터,51
758494,메모리 매니저 - Memory Manager HD,51
756235,"Groups: SMS, Mail and Manage Contacts",51
932382,올크레딧 신용안심365,51
806146,애무의정석 Free,51
937211,극동방송 Radio,51
1611319,스마트 알람 무료 버전 (알람 시계),51
942672,토익스피킹마스터(실전5회) - 정식 버젼,51
1436060,심박동 기록기 - Cardiograph,51
840758,Mr. 포커왕,51
1471022,MPost,51
886510,T bag,51
1933829,쿠키런 크리스탈 생성기,51
930805,잡코리아 돈텔보스 - 대기업 취업 No.1,51
982084,쿡쿡TV,51
980587,빅피쉬의 페어웨이 솔리테르,51
940840,앱포커스(AppFocus) - 오늘만무료어플 실시간 알림이,51
1584949,제노니아 LITE,51
858734,우뇌 가격 측정기,51
1491952,SSKIN Butterfly+(plus) 런처,51
921128,Wonder Pool (원더풀),51
968853,내손안의 생활영어,51
1682616,100 Doors 2013 GUIDE,51
874142,"말하는 개, 벤(iPad용) - Talking Ben the Dog for iPad",51
1667378,삼국군영전,51
1607756,"아이쿠폰-맛집,모텔,뷰티,프랜차이즈 쿠폰 1만개 모음!",51
1675045,하녀맞고3★지금은 대하녀시대★,51
1541459,농구월드컵 ( BasketWorldCup ),51
837292,"MeWe-위치추적(Locator,GPS),상대방의 위치를 알려드립니다.",51
1585236,에픽디펜스 – 원소,51
661003,EDUmp3,51
907849,Happy Peeps: Tower Town,51
936167,적중! 로또 Lite,51
1523392,마인크래프트 공식공략집 헝그리앱,51
1773208,Tupsu-The Furry Little Monster,51
1913732,유명 의사 - 무료 게임,51
931529,그저시간표,51
1123872,남의 남자친구를 빼앗는 방법 -남자를 매료시키는 60가지 비법-,51
927125,케이웨더VIP,51
1945882,날아라 슈퍼보드 카삼편 for Kakao,51
1525568,심플싱크(SimpleSync)-가장 쉬운 파일 이동,51
976029,"위치기반 미니홈피, 실시간 할인정보 - 플레이스탭",51
1696004,신개념 캐쥬얼 러닝게임 헬리벨리,51
738353,그린팜,51
987069,잘자라 우리 아가,51
1880929,찍기의달인(시즌2)_매일 3번 문상타임!!_돈버는어플,51
1204306,UNIQLO WAKE UP,51
1587383,METAL SLUG 3,51
637245,Office² Plus,51
828217,KungFu Warrior,51
1964054,캐니멀 워즈 for kakao,51
896248,Easy지출부 (+쇼핑리스트),51
1587438,Sonic 4 Episode II,51
1499132,StickMan 라이브 배경화면 [FL ver.],51
754142,"다운로드 - 튜브 전체 다운로더 & 다운로드 매니저, ",51
1497007,축구 스코어 - FotMob,51
661645,English ReStart Advanced for iPad,51
1152196,Break The Ice - Snow World,50
1144438,데드시티,50
931113,한큐! 채용설명회 잡코리아 - 대기업 공채전문,50
1526814,응용 프로그램 캐시 클리너,50
1689353,Carnivores: Ice Age,50
949565,토들러 All 패키지 for iPad,50
1611748,졸라맨 스타툰,50
1624900,"[인기] 1시간에 1번씩 공짜선물, 에그또 (돈버는앱)",50
1692909,ZooZoo Bubble,50
1605991,iReader (offline),50
851060,Plants vs. Zombies HD,50
1895543,클럽투나잇 - 클럽녀 옷벗기기.avi,50
930994,enFax,50
702834,앞날의 나의 모습 - Age My Face,50
1682205,모울하트,50
662965,FastFinga,50
1782020,배달패밀리- 빠르고 맛있는 배달맛집검색,50
727731,DS 기타 코드 (Guitar Chord),50
874375,Talking MIMI,50
1385232,Agent Dash,50
1584695,엘가드 공식공략집 헝그리앱,50
789663,Seesmic,50
1758359,드래곤 스토리: 발렌타인 데이 에디션,50
793646,Bloomy Online 2.1 for iPad,50
1527746,칠판 그림 그리기,50
642237,Smart Recorder Lite,50
1539649,피망 스케치핑퐁-Sketch PingPong(무료),50
1864697,도전! 야구왕 for Kakao : 특명!카드수집,50
1219142,지하철 토익 - Part 5,50
1648276,예약왕 포잉 - 전국 맛집 검색 추천 예약,50
1881890,성전환 목소리변조기,50
1425212,Android Assistant(18가지 기능 설명),50
1573996,메이플공략집,50
1682587,레스토랑 스토리: 크리스마스,50
661098,아인슈타인 퀴즈,50
1875404,다크 헌터CBT,50
1539452,Bunny Shooter,50
1560470,TTT2 UL FRAME DATA,50
868348,MF Player-Sound Revolution,50
927088,세이베베,50
1832293,피싱메이트,50
1607750,음력표시 달력,50
1928383,신기한 깨진 화면,50
1682618,스마트 타자연습(현교 타자),50
1630712,농구 - Basketball Mania,50
1912124,Battle Run,50
1581383,"Dragon, Fly! Free",50
975240,치킨헤드,50
1605329,Panecal free,50
931531,뇌새김 일본어 - JPT/JLPT LITE,50
723127,Cut the Rope HD,50
1525734,아프리카 비디오톡 - afreeca VideoTalk,50
1145003,PowerCam™ HD,50
741845,Hot Radio Korea,50
1523254,레전드오브마스터2,50
1414975,iPad용 말하는 진저 - Talking Ginger for iPad,50
932742,탈출 게임 “무서운 소문의 놀이”,50
791368,TweetList for Twitter,50
941371,"소리폰-무료통화,무료국제전화(soriphone)",50
1542815,My Boy! Free - GBA Emulator,50
935957,S라인필라테스,50
1587245,팝콘 메이커 - 쿠킹 게임,50
1626375,비스트 ( Beast / B2st ) 틀린그림찾기,50
1844484,동공인식이상형판독기,50
1841266,Dirt Road Trucker 3D,50
941896,단위변환기,50
1525536,심리 테스트,50
1402461,숫자게임-연속패턴의비밀,50
936247,카드몬 - 기념일/축하카드,50
715403,Call of Mini: Zombies,50
1587528,ZombieSmash,50
943150,버블 버블 2,50
786173,Friendly for Facebook,49
1648707,Strike Fighters,49
867935,Memory Doctor (메모리 닥터),49
1858109,Princess Salon,49
825185,Skyscanner 어디든 갈 수 있는 모든 항공권!,49
930855,대리운전D.C(2000원할인),49
942218,"후토스 시즌 1 : 하늘을 나는 집, 14편 ~ 26편",49
936137,샵파인더,49
932210,Smart,49
1523476,말하는 산타 진저를 만나다 무료,49
1736425,삼국지천하제패W,49
942990,카툰 스프린트 (Cartoon Sprint),49
941612,필리핀항공 마닐라여행,49
942193,사주대전 - 종합 운세,49
1772457,4 Pics 1 Word,49
951908,두산동아 프라임 영한/한영사전 HD(Prime Dictionary E-K/K-E HD),49
1587623,이브오브더제네시스(Eve of The Genesis),49
982234,PlanUp-플랜업,49
651383,Audio Class Notes 무료로- 녹음 및 태그 강좌,49
986923,Datepresso 데이트프레소,49
941405,다음 플레이스 - 내가 여기 에이스!,49
931261,친인척호칭법,49
1522613,다이아몬드 블라스트 Diamond Blast,49
941710,펜션 어디어디가봤니?,49
784422,밸앤톡,49
1587437,와쳐 IF3,49
931516,실룩실룩놀아요,49
1773107,Cordy 2,49
1668003,긁어부자,49
1839169,캐챠프린스 for Kakao,49
1440537,CrazyRemote Pro,49
1656421,빠른 메모장,49
1961236,야구의달인,49
905809,FingerLaser,49
941584,여행이야기 - Tour Story,49
1539675,Birzzle,49
932620,통합금융 머니윙(Money Wing),49
1388182,CyphersVoice,49
1541754,Big Win Baseball (야구),49
1697945,짱구디펜스 레벨20,49
1614657,채팅과 데이트 그리고 우정 만들기 여자 친구,49
931277,일본 종합 전문 잡지 J-Life,49
940254,잘 나온 사진 한 장 건지기,49
898689,Angry Birds HD Free,49
945375,"DailyLife-기념일,노트",49
969549,중앙일보 for iPad,49
932095,포토관상,49
942382,홀리새찬송가(새·구찬송가 오디오+악보+교독문등),49
1432247,BobClockD3,49
714785,Bullet Time HD,49
952888,안녕! 네꿈은 뭐니? - 어린이 직업 적성검사,49
1149800,10분영어스피킹 입문,49
975381,잠보점프,49
788464,NATON pre,49
1935877,패션 디자인 & 드레스 - 소녀 게임,49
757430,Kik Messenger,49
1845706,소녀 게임 - 살롱 네일,49
1811862,크레이지아케이드 Live @ NEXON PLAY,49
1894197,뷰티인미(Beauty in me),49
1861119,마이스티커 for 마이피플,49
694061,터치! 키즈 사파리,49
940477,큰 달력,49
937810,버스 지하철 정류장 증강현실(AR),49
982098,렙업만이살길2,49
1699179,PBA Bowling Challenge,49
